NSE,,BSE,NSE.SYMBOL,BSE.SYMBOL
Veranda Learning Solutions Limited,,Maruti Securities Ltd,VERANDA,531319
Vertoz Limited,,Sri Havisha Hospitality And Infrastructure Ltd,VERTOZ,531322
Vesuvius India Limited,,Jayatma Industries Ltd,VESUVIUS,531323
Veto Switchgears And Cables Limited,,Roselabs Finance Ltd,VETO,531324
V-Guard Industries Limited,,Kretto Syscon Ltd,VGUARD,531328
Vardhman Holdings Limited,,Vikalp Securities Ltd,VHL,531334
Viceroy Hotels Limited,,Zydus Wellness Ltd,VHLTD,531335
Vidhi Specialty Food Ingredients Limited,,WinPro Industries Ltd,VIDHIING,531337
Vijaya Diagnostic Centre Limited,,Milestone Global Ltd,VIJAYA,531338
Viji Finance Limited,,Bervin Investment & Leasing Ltd,VIJIFIN,531340
Vikas EcoTech Limited,,Gujarat Investa Ltd,VIKASECO,531341
Vikas Lifecare Limited,,Container Corporation of India Ltd,VIKASLIFE,531344
Vimta Labs Limited,,Eastern Treads Ltd,VIMTALABS,531346
Vinati Organics Limited,,Panacea Biotec Ltd,VINATIORGA,531349
Vintage Coffee And Beverages Limited,,Peeti Securities Ltd,VINCOFE,531352
Vindhya Telelinks Limited,,Mercury Ev-Tech Ltd,VINDHYATEL,531357
Vineet Laboratories Limited,,Choice International Ltd,VINEETLAB,531358
Vinny Overseas Limited,,Shriram Asset Management Company Ltd,VINNY,531359
Vinyl Chemicals (India) Limited,,Golechha Global Finance Ltd,VINYLINDIA,531360
VIP Clothing Limited,,Ekansh Concepts Ltd,VIPCLOTHNG,531364
VIP Industries Limited,,Sparc Electrex Ltd,VIPIND,531370
Vipul Limited,,The Byke Hospitality Ltd,VIPULLTD,531373
Virinchi Limited,,Centenial Surgical Suture Ltd,VIRINCHI,531380
Visaka Industries Limited,,Arihant Foundations & Housing Ltd,VISAKAIND,531381
Visa Steel Limited,,Hasti Finance Ltd,VISASTEEL,531387
Vishnu Chemicals Limited,,Upsurge Investment & Finance Ltd,VISHNU,531390
Vishwaraj Sugar Industries Limited,,Padam Cotton Yarns Ltd,VISHWARAJ,531395
Visagar Polytex Limited,,Women Networks Ltd,VIVIDHA,531396
VL E-Governance & IT Solutions Limited,,Polycon International Ltd,VLEGOV,531397
VLS Finance Limited,,Source Natural Foods and Herbal Supplements Ltd,VLSFINANCE,531398
V-Mart Retail Limited,,GG Automotive Gears Ltd,VMART,531399
Vishal Mega Mart Limited,,Almondz Global Securities Ltd,VMM,531400
Voltamp Transformers Limited,,LWS Knitwear Ltd,VOLTAMP,531402
Voltas Limited,,Tuni Textile Mills Ltd,VOLTAS,531411
Vishnu Prakash R Punglia Limited,,Radix Industries (India) Ltd,VPRPL,531412
Vraj Iron and Steel Limited,,Kiran Print Pack Ltd,VRAJ,531413
VRL Logistics Limited,,Narendra Properties Ltd,VRLLOG,531416
Vardhman Special Steels Limited,,Mega Corporation Ltd,VSSL,531417
VST Industries Limited,,Tamil Nadu Newsprint & Papers Ltd,VSTIND,531426
Vibhor Steel Tubes Limited,,Shakti Pumps India Ltd,VSTL,531431
V.S.T Tillers Tractors Limited,,Systematix Securities Ltd,VSTTILLERS,531432
Vardhman Textiles Limited,,Sungold Capital Ltd,VTL,531433
Waaree Energies Limited,,Saffron Industries Ltd,WAAREEENER,531436
Waaree Renewable Technologies Limited,,Prakash Woollen & Synthetic Mills Ltd,WAAREERTL,531437
VA Tech Wabag Limited,,Aion-Tech Solutions Ltd,WABAG,531439
Walchandnagar Industries Limited,,Lyons Corporate Market Ltd,WALCHANNAG,531441
Wanbury Limited,,Vardhman Concrete Ltd,WANBURY,531444
Western Carriers (India) Limited,,GRM Overseas Ltd,WCIL,531449
Wealth First Portfolio Managers Limited,,Mohit Industries Ltd,WEALTH,531453
Websol Energy System Limited,,Polylink Polymers India Ltd,WEBELSOLAR,531454
Weizmann Limited,,Minaxi Textiles Ltd,WEIZMANIND,531456
Wonder Electricals Limited,,Boston Bio Systems Ltd,WEL,531458
Welspun Corp Limited,,Continental Controls Ltd,WELCORP,531460
Welspun Enterprises Limited,,Nouveau Global Ventures Ltd,WELENT,531465
Welspun Investments and Commercials Limited,,Duke Offshore Ltd,WELINV,531471
Welspun Living Limited,,Cybele Industries Ltd,WELSPUNLIV,531472
Wendt (India) Limited,,Filmcity Media Ltd,WENDT,531486
WESTLIFE FOODWORLD LIMITED,,CG Vak Software & Exports Ltd,WESTLIFE,531489
WE WIN LIMITED,,Navkar Urbanstructure Ltd,WEWIN,531494
Wheels India Limited,,Blue Coast Hotels Ltd,WHEELS,531495
Whirlpool of India Limited,,Madhucon Projects Ltd,WHIRLPOOL,531497
Williamson Magor & Company Limited,,Sybly Industries Ltd,WILLAMAGOR,531499
Windlas Biotech Limited,,Rajesh Exports Ltd,WINDLAS,531500
Windsor Machines Limited,,Esaar India Ltd,WINDMACHIN,531502
Winsome Yarns Limited,,Maris Spinners Ltd,WINSOME,531503
The Western India Plywoods Limited,,Indergiri Finance Ltd,WIPL,531505
Wipro Limited,,Shukra Bullions Ltd,WIPRO,531506
Wockhardt Limited,,Eveready Industries India Ltd,WOCKPHARMA,531508
Wonderla Holidays Limited,,Step Two Corporation Ltd,WONDERLA,531509
Worth Peripherals Limited,,Orient Tradelink Ltd,WORTH,531512
W S Industries (I) Limited,,Vikas Proppant & Granite Ltd,WSI,531518
West Coast Paper Mills Limited,,Desh Rakshak Aushdhalaya Ltd,WSTCSTPAPR,531521
Xchanging Solutions Limited,,ACE Software Exports Ltd,XCHANGING,531525
Xelpmoc Design And Tech Limited,,Softrak Venture Investment Ltd,XELPMOC,531529
Xpro India Limited,,Hatsun Agro Product Ltd,XPROINDIA,531531
Xtglobal Infotech Limited,,Accedere Ltd,XTGLOBAL,531533
Yaari Digital Integrated Services Limited,,Jyothi Infraventures Ltd,YAARI,531537
Yasho Industries Limited,,Rishabh Digha Steel & Allied Products Ltd,YASHO,531539
Yatharth Hospital & Trauma Care Services Limited,,Maruti Infrastructure Ltd,YATHARTH,531540
Yatra Online Limited,,Kobo Biotech Ltd,YATRA,531541
Yes Bank Limited,,Jindal Worldwide Ltd,YESBANK,531543
Yuken India Limited,,Somany Ceramics Ltd,YUKEN,531548
Zaggle Prepaid Ocean Services Limited,,Jhaveri Credits & Capital Ltd,ZAGGLE,531550
Zee Entertainment Enterprises Limited,,Raghunath Tobacco Company Ltd,ZEEL,531552
Zee Learn Limited,,Disha Resources Ltd,ZEELEARN,531553
Zee Media Corporation Limited,,Coral India Finance & Housing Ltd,ZEEMEDIA,531556
Zenith Exports Limited,,Amit Securities Ltd,ZENITHEXPO,531557
Zenith Steel Pipes & Industries Limited,,Pushpsons Industries Ltd,ZENITHSTL,531562
Zensar Technologies Limited,,Ashutosh Paper Mills Ltd,ZENSARTECH,531568
Zen Technologies Limited,,Sanjivani Paranteral Ltd,ZENTEC,531569
ZF Commercial Vehicle Control Systems India Limited,,KMF Builders & Developers Ltd,ZFCVINDIA,531578
Zim Laboratories Limited,,Beryl Securities Ltd,ZIMLAB,531582
Zodiac Energy Limited,,Rap Corp Ltd,ZODIAC,531583
Zodiac Clothing Company Limited,,Devine Impex Ltd,ZODIACLOTH,531585
Zota Health Care LImited,,Bampsl Securities Ltd,ZOTA,531591
Zuari Agro Chemicals Limited,,Genpharmasec Ltd,ZUARI,531592
ZUARI INDUSTRIES LIMITED,,Incon Engineers Ltd,ZUARIIND,531594
Zydus Lifesciences Limited,,Capri Global Capital Ltd,ZYDUSLIFE,531595
Zydus Wellness Limited,,Midland Polymers Ltd,ZYDUSWELL,531597
,,FDC Ltd,,531599
,,Gogia Capital Growth Ltd,,531600
,,Gorani Industries Ltd,,531608
,,KG Petrochem Ltd,,531609
,,UFM Industries Ltd,,531610
,,Meyer Apparel Ltd,,531613
,,Starcom Information Technology Ltd,,531616
,,Country Condos Ltd,,531624
,,Orosil Smiths India Ltd,,531626
,,Lincoln Pharmaceuticals Ltd,,531633
,,Silver Oak India Ltd,,531635
,,Praveg Ltd,,531637
,,Suraj Ltd,,531638
,,Suvidha Infraestate Corporation Ltd,,531640
,,Marico Ltd,,531642
,,Tokyo Finance Ltd,,531644
,,National General Industries Ltd,,531651
,,UVS Hospitality And Services Ltd,,531652
,,Hittco Tools Ltd,,531661
,,Yuvraaj Hygiene Products Ltd,,531663
,,RR MetalMakers India Ltd,,531667
,,Vision Corporation Ltd,,531668
,,Bisil Plast Ltd,,531671
,,Inani Securities Ltd,,531672
,,Anka India Ltd,,531673
,,Aris International Ltd,,531677
,,Amerise Biosciences Ltd,,531681
,,Prithvi Exchange (India) Ltd,,531688
,,Khyati Multimedia Entertainment Ltd,,531692
,,Rainbow Foundations Ltd,,531694
,,VSD Confin Ltd,,531696
,,Vidhi Specialty Food Ingredients Ltd,,531717
,,Bhagiradha Chemicals & Industries Ltd,,531719
,,GACM Technologies Ltd,,531723
,,Panchsheel Organics Ltd,,531726
,,Menon Pistons Ltd,,531727
,,Prism Finance Ltd,,531735
,,Greencrest Financial Services Ltd,,531737
,,Gennex Laboratories Ltd,,531739
,,Hira Automobiles Ltd,,531743
,,Gini Silk Mills Ltd,,531744
,,Prajay Engineers Syndicate Ltd,,531746
,,Biogen Pharmachem Industries Ltd,,531752
,,GK Consultants Ltd,,531758
,,Apollo Pipes Ltd,,531761
,,Unjha Formulations Ltd,,531762
,,Poly Medicure Ltd,,531768
,,Shraddha Prime Projects Ltd,,531771
,,Kachchh Minerals Ltd,,531778
,,Padmanabh Alloys & Polymers Ltd,,531779
,,Kaiser Corporation Ltd,,531780
,,KCL Infra Projects Ltd,,531784
,,Atul Auto Ltd,,531795
,,Scan Projects Ltd,,531797
,,Prerna Infrabuild Ltd,,531802
,,Metal Coatings India Ltd,,531810
,,SGN Telecoms Ltd,,531812
,,Ganga Papers India Ltd,,531813
,,Tirupati Sarjan Ltd,,531814
,,Munoth Financial Services Ltd,,531821
,,Rodium Realty Ltd,,531822
,,Nagarjuna Agri Tech Ltd,,531832
,,Natura Hue Chem Ltd,,531834
,,IEC Education Ltd,,531840
,,Indus Finance Ltd,,531841
,,Lahoti Overseas Ltd,,531842
,,Zenith Steel Pipes & Industries Ltd,,531845
,,Trinity League India Ltd,,531846
,,Asian Star Company Ltd,,531847
,,Oriental Rail Infrastructure Ltd,,531859
,,Joindre Capital Services Ltd,,531861
,,Bharat Agri Fert & Realty Ltd,,531862
,,Unitech International Ltd,,531867
,,Sacheta Metals Ltd,,531869
,,Popular Estate Management Ltd,,531870
,,Anjani Finance Ltd,,531878
,,SVA India Ltd,,531885
,,Rexnord Electronics & Controls Ltd,,531888
,,Integrated Industries Ltd,,531889
,,Khandwala Securities Ltd,,531892
,,Sawaca Enterprises Ltd,,531893
,,CCL International Ltd,,531900
,,Gallops Enterprise Ltd,,531902
,,Croissance Ltd,,531909
,,Madhuveer Com 18 Network Ltd,,531910
,,Galaxy Agrico Exports Ltd,,531911
,,Gopal Iron & Steels Company Gujarat Ltd,,531913
,,Hindustan Appliances Ltd,,531918
,,Agarwal Industrial Corporation Ltd,,531921
,,Dhampure Specialty Sugars Ltd,,531923
,,Shantanu Sheorey Aquakult Ltd,,531925
,,Innocorp Ltd,,531929
,,Sarthak Industries Ltd,,531930
,,Sai Capital Ltd,,531931
,,Lexoraa Industries Ltd,,531944
,,Chadha Papers Ltd,,531946
,,Vertex Securities Ltd,,531950
,,Riba Textiles Ltd,,531952
,,Newtime Infrastructure Ltd,,531959
,,Kashyap Tele-Medicines Ltd,,531960
,,Shree Metalloys Ltd,,531962
,,IITL Projects Ltd,,531968
,,Hari Govind International Ltd,,531971
,,Chartered Logistics Ltd,,531977
,,Ambika Cotton Mills Ltd,,531978
,,Hind Aluminium Industries Ltd,,531979
,,Senthil Infotek Ltd,,531980
,,Spectrum Foods Ltd,,531982
,,Amraworld Agrico Ltd,,531991
,,Auto Pins (India) Ltd,,531994
,,Odyssey Corporation Ltd,,531996
,,Vuenow Infratech Ltd,,531997
,,Inducto Steel Ltd,,532001
,,Sam Industries Ltd,,532005
,,Shree Vatsaa Finance & leasing Ltd,,532007
,,Vashu Bhagnani Industries Ltd,,532011
,,Gravity India Ltd,,532015
,,Espire Hospitality Limited,,532016
,,LCC Infotech Ltd,,532019
,,Filatex Fashions Ltd,,532022
,,Aarcon Facilities Ltd,,532024
,,Sindhu Trade Links Ltd,,532029
,,Zenotech Laboratories Ltd,,532039
,,Hindustan Bio Sciences Ltd,,532041
,,Frontline Corporation Ltd,,532042
,,Swelect Energy Systems Ltd,,532051
,,Wallfort Financial Services Ltd,,532053
,,KDDL Ltd,,532054
,,Adinath Exim Resources Ltd,,532056
,,Abhinav Capital Services Ltd,,532057
,,3B BlackBio Dx Ltd,,532067
,,Sumuka Agro Industries Ltd,,532070
,,Monind Ltd,,532078
,,Shri Kalyan Holdings Ltd,,532083
,,Vandana Knitwear Ltd,,532090
,,Epuja Spiritech Ltd,,532092
,,Indo City Infotech Ltd,,532100
,,SBEC Sugar Ltd,,532102
,,Brijlaxmi Leasing & Finance Ltd,,532113
,,BSEL Algo Ltd,,532123
,,Reliable Ventures India Ltd,,532124
,,Triumph International Finance India Ltd,,532131
,,Bank of Baroda,,532134
,,SMC Credits Ltd,,532138
,,Mohite Industries Ltd,,532140
,,Andhra Cements Ltd,,532141
,,SKM Egg Products Export (India) Ltd,,532143
,,Welspun Corp Ltd,,532144
,,H S India Ltd,,532145
,,Bank of India,,532149
,,Indraprastha Medical Corporation Ltd,,532150
,,Johnson Pharmacare Ltd,,532154
,,Gail (India) Ltd,,532155
,,Vaibhav Global Ltd,,532156
,,Trescon Ltd,,532159
,,Gujarat State Financial Corporation,,532160
,,JK Paper Ltd,,532162
,,Saregama India Ltd,,532163
,,Minolta Finance Ltd,,532164
,,Omkar Pharmachem Ltd,,532167
,,Adroit Infotech Ltd,,532172
,,CyberTech Systems and Software Ltd,,532173
,,ICICI Bank Ltd,,532174
,,Cyient Ltd,,532175
,,Engineers India Ltd,,532178
,,Dhanlaxmi Bank Ltd,,532180
,,Gujarat Mineral Development Corporation Ltd,,532181
,,Gayatri Sugars Ltd,,532183
,,Indusind Bank Ltd,,532187
,,India Tourism Development Corporation Ltd,,532189
,,Jammu & Kashmir Bank Ltd,,532209
,,City Union Bank Ltd,,532210
,,Archies Ltd,,532212
,,AXIS Bank Ltd,,532215
,,HB Stockholdings Ltd,,532216
,,Siel Financial Services Ltd,,532217
,,South Indian Bank Ltd,,532218
,,Energy Development Company Ltd,,532219
,,Sonata Software Ltd,,532221
,,Bengal Tea & Fabrics Ltd,,532230
,,National Aluminium Company Ltd,,532234
,,India Nippon Electricals Ltd,,532240
,,Nalwa Sons Investments Ltd,,532256
,,Apar Industries Ltd,,532259
,,TCI Industries Ltd,,532262
,,Accelya Solutions India Ltd,,532268
,,Orchasp Ltd,,532271
,,Landmarc Leisure Corporation Ltd,,532275
,,HCL Technologies Ltd,,532281
,,TCFC Finance Ltd,,532284
,,Geojit Financial Services Ltd,,532285
,,Jindal Steel & Power Ltd,,532286
,,BLB Ltd,,532290
,,Glenmark Pharmaceuticals Ltd,,532296
,,Wockhardt Ltd,,532300
,,Integrated Hitech Ltd,,532303
,,KJMC Corporate Advisors (India) Ltd,,532304
,,Ind-Swift Laboratories Ltd,,532305
,,GE Power India Ltd,,532309
,,Shree Rama Multi-Tech Ltd,,532310
,,Mahindra Lifespace Developers Ltd,,532313
,,Groarc Industries India Ltd,,532315
,,Vaarad Ventures Ltd,,532320
,,Zydus Lifesciences Ltd,,532321
,,Shiva Cement Ltd,,532323
,,Cinevista Ltd,,532324
,,Intense Technologies Ltd,,532326
,,Danlaw Technologies India Ltd,,532329
,,Ajanta Pharma Ltd,,532331
,,Cura Technologies Ltd,,532332
,,HB Portfolio Ltd,,532333
,,HB Estate Developers Ltd,,532334
,,Ambica Agarbathies & Aroma Industries Ltd,,532335
,,Compucom Software Ltd,,532339
,,Omni AXs Software Ltd,,532340
,,IZMO Ltd,,532341
,,TVS Motor Company Ltd,,532343
,,Softsol India Ltd,,532344
,,Allcargo Gati Ltd,,532345
,,Subex Ltd,,532348
,,Transport Corporation of India Ltd,,532349
,,Padmalaya Telefilms Ltd,,532350
,,Aksh Optifibre Ltd,,532351
,,Virgo Global Ltd,,532354
,,Picturehouse Media Ltd,,532355
,,Triveni Engineering & Industries Ltd,,532356
,,Mukta Arts Ltd,,532357
,,Nagpur Power & Industries Ltd,,532362
,,Dynacons Systems & Solutions Ltd,,532365
,,PNB Gilts Ltd,,532366
,,Ramco Industries Ltd,,532369
,,Ramco Systems Ltd,,532370
,,Tata Teleservices (Maharashtra) Ltd,,532371
,,Virinchi Ltd,,532372
,,WEP Solutions Ltd,,532373
,,Sterlite Technologies Ltd,,532374
,,Tips Music Ltd,,532375
,,Umiya Buildcon Ltd,,532376
,,Universal Arts Ltd,,532378
,,First Fintec Ltd,,532379
,,Baba Arts Ltd,,532380
,,Balaji Telefilms Ltd,,532382
,,Tyche Industries Ltd,,532384
,,California Software Company Ltd,,532386
,,Pritish Nandy Communications Ltd,,532387
,,Indian Overseas Bank,,532388
,,Taj Gvk Hotels & Resorts Ltd,,532390
,,Creative Eye Ltd,,532392
,,Axiscades Technologies Ltd,,532395
,,Konndor Industries Ltd,,532397
,,Usha Martin Education & Solutions Ltd,,532398
,,Birlasoft Ltd,,532400
,,USG Tech Solutions Ltd,,532402
,,Saven Technologies Ltd,,532404
,,Avantel Ltd,,532406
,,Moschip Technologies Ltd,,532407
,,Megasoft Ltd,,532408
,,Transcorp International Ltd,,532410
,,Cerebra Integrated Technologies Ltd,,532413
,,Next Mediaworks Ltd,,532416
,,Smartlink Holdings Ltd,,532419
,,Godrej Consumer Products Ltd,,532424
,,Genus Prime Infra Ltd,,532425
,,BF Utilities Ltd,,532430
,,United Spirits Ltd,,532432
,,Sanmit Infra Ltd,,532435
,,Olectra Greentech Ltd,,532439
,,MPS Ltd,,532440
,,Cera Sanitaryware Ltd,,532443
,,Bharti Airtel Ltd,,532454
,,Shalimar Wires Industries Ltd,,532455
,,Gulshan Polyols Ltd,,532457
,,Ponni Sugars (Erode) Ltd,,532460
,,Punjab National Bank,,532461
,,Oracle Financial Services Software Ltd,,532466
,,Hazoor Multi Projects Ltd,,532467
,,Kama Holdings Ltd,,532468
,,Aptech Ltd,,532475
,,Union Bank of India,,532477
,,United Breweries Ltd,,532478
,,Noida Toll Bridge Company Ltd,,532481
,,Granules India Ltd,,532482
,,Canara Bank,,532483
,,Balmer Lawrie Investments Ltd,,532485
,,Pokarna Ltd,,532486
,,Divis Laboratories Ltd,,532488
,,Astra Microwave Products Ltd,,532493
,,Radico Khaitan Ltd,,532497
,,Maruti Suzuki India Ltd,,532500
,,Rajapalayam Mills Ltd,,532503
,,Navin Fluorine International Ltd,,532504
,,UCO Bank,,532505
,,B.A.G. Films and Media Ltd,,532507
,,Jindal Stainless Ltd,,532508
,,Suprajit Engineering Ltd,,532509
,,TVS Electronics Ltd,,532513
,,Indraprastha Gas Ltd,,532514
,,TV Today Network Ltd,,532515
,,Palred Technologies Ltd,,532521
,,Petronet LNG Ltd,,532522
,,Biocon Ltd,,532523
,,PTC India Ltd,,532524
,,Bank of Maharashtra,,532525
,,Ramkrishna Forgings Ltd,,532527
,,Datamatics Global Services Ltd,,532528
,,New Delhi Television Ltd,,532529
,,Strides Pharma Science Ltd,,532531
,,UltraTech Cement Ltd,,532538
,,UNO Minda Ltd,,532539
,,Tata Consultancy Services Ltd,,532540
,,Coforge Ltd,,532541
,,GP Petroleums Ltd,,532543
,,Century Plyboards (India) Ltd,,532548
,,Welspun Enterprises Ltd,,532553
,,NTPC Ltd,,532555
,,S.A.L. Steel Ltd,,532604
,,JBM Auto Ltd,,532605
,,Dwarikesh Sugar Industries Ltd,,532610
,,Indoco Remedies Ltd,,532612
,,VIP Clothing Ltd,,532613
,,Impex Ferro Tech Ltd,,532614
,,Xchanging Solutions Ltd,,532616
,,Jindal Photo Ltd,,532624
,,Pondy Oxides & Chemicals Ltd,,532626
,,Jaiprakash Power Ventures Ltd,,532627
,,3i Infotech Ltd,,532628
,,Gokaldas Exports Ltd,,532630
,,Alldigi Tech Ltd,,532633
,,IIFL Finance Ltd,,532636
,,Mangalam Drugs & Organics Ltd,,532637
,,Shoppers Stop Ltd,,532638
,,Cyber Media India Ltd,,532640
,,Nandan Denim Ltd,,532641
,,JSW Holdings Ltd,,532642
,,JK Cement Ltd,,532644
,,Beeyu Overseas Ltd,,532645
,,Yes Bank Ltd,,532648
,,Nectar Lifesciences Ltd,,532649
,,MSP Steel & Power Ltd,,532650
,,SPL Industries Ltd,,532651
,,Karnataka Bank Ltd,,532652
,,Mcleod Russel India Ltd,,532654
,,Facor Alloys Ltd,,532656
,,Rane (Madras) Ltd,,532661
,,HT Media Ltd,,532662
,,Sasken Technologies Ltd,,532663
,,FCS Software Solutions Ltd,,532666
,,Suzlon Energy Ltd,,532667
,,Aurionpro Solutions Ltd,,532668
,,Shree Renuka Sugars Ltd,,532670
,,K M Sugar Mills Ltd,,532673
,,Bannari Amman Spinning Mills Ltd,,532674
,,PBA Infrastructure Ltd,,532676
,,AIA Engineering Ltd,,532683
,,Everest Kanto Cylinder Ltd,,532684
,,Kernex Microsystems India Ltd,,532686
,,Repro India Ltd,,532687
,,PVR Inox Ltd,,532689
,,Bartronics India Ltd,,532694
,,Celebrity Fashions Ltd,,532695
,,Nitin Spinners Ltd,,532698
,,Royal Orchid Hotels Ltd,,532699
,,Entertainment Network (India) Ltd,,532700
,,Cella Space Ltd,,532701
,,Gujarat State Petronet Ltd,,532702
,,Jagran Prakashan Ltd,,532705
,,Dynemic Products Ltd,,532707
,,GVK Power & Infrastructure Ltd,,532708
,,Sadbhav Engineering Ltd,,532710
,,Reliance Communications Ltd,,532712
,,Sakuma Exports Ltd,,532713
,,KEC International Ltd,,532714
,,Gillanders Arbuthnot & Company Ltd,,532716
,,Indo Tech Transformers Ltd,,532717
,,B. L. Kashyap and Sons Ltd,,532719
,,Mahindra & Mahindra Financial Services Ltd,,532720
,,Visa Steel Ltd,,532721
,,Nitco Ltd,,532722
,,MPDL Ltd,,532723
,,Solar Industries India Ltd,,532725
,,Gallantt Ispat Ltd,,532726
,,Malu Paper Mills Ltd,,532728
,,Uttam Sugar Mills Ltd,,532729
,,STL Global Ltd,,532730
,,Kewal Kiran Clothing Ltd,,532732
,,Sun TV Network Ltd,,532733
,,Godawari Power and Ispat Ltd,,532734
,,R Systems International Ltd,,532735
,,Emkay Global Financial Services Ltd,,532737
,,Twamev Construction And Infrastructure Ltd,,532738
,,Lokesh Machines Ltd,,532740
,,Kamdhenu Ltd,,532741
,,Paushak Ltd,,532742
,,GTN Textiles Ltd,,532744
,,Inditrade Capital Ltd,,532745
,,Prime Focus Ltd,,532748
,,Allcargo Logistics Ltd,,532749
,,GMR Airports Ltd,,532754
,,Tech Mahindra Ltd,,532755
,,CIE Automotive India Ltd,,532756
,,Voltamp Transformers Ltd,,532757
,,Atlantaa Ltd,,532759
,,HOV Services Ltd,,532761
,,Action Construction Equipment Ltd,,532762
,,GeeCee Ventures Ltd,,532764
,,Richa Industries Ltd,,532766
,,Fiem Industries Ltd,,532768
,,JHS Svendgaard Laboratories Ltd,,532771
,,DCB Bank Ltd,,532772
,,Global Vectra Helicorp Ltd,,532773
,,Inspirisys Solutions Ltd,,532774
,,GTL Infrastructure Ltd,,532775
,,Shivam Autotech Ltd,,532776
,,Info Edge (India) Ltd,,532777
,,Torrent Power Ltd,,532779
,,Parsvnath Developers Ltd,,532780
,,Sutlej Textiles and Industries Ltd,,532782
